Protein,Total Fat,Carbohydrate,Energy,Alcohol,Water,Caffeine,Theobromine,"Sugars, total","Fiber, total dietary",Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Selenium,Retinol,"Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,Vitamin C,Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Folic acid,"Folate, food","Folate, DFE","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated",4:0,6:0,8:0,10:0,12:0,14:0,16:0,18:0,18:1,18:2,18:3,20:4,22:6 n-3,16:1,18:4,20:1,20:5 n-3,22:1,22:5 n-3,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Daidzein,Genistein,Glycitein,Cyanidin,Petunidin,Delphinidin,Malvidin,Pelargonidin,Peonidin,(+)-Catechin,(-)-Epigallocatechin,(-)-Epicatechin,(-)-Epicatechin 3-gallate,(-)-Epigallocatechin 3-gallate,Theaflavin,Thearubigins,Eriodictyol,Hesperetin,Naringenin,Apigenin,Luteolin,Isorhamnetin,Kaempferol,Myricetin,Quercetin,"Theaflavin-3,3'-digallate",Theaflavin-3'-gallate,Theaflavin-3-gallate,(+)-Gallocatechin,Total flavonoids,Total anthocyanidins,Total catechins (monomeric flavan-3-ols only),Total flavan-3-ols,Total flavanones,Total flavones,Total flavonols,Total isoflavones,novaclass
14.65,14.64,4.23,211.0,0.0,62.75,0.0,0.0,2.76,0.2,30.0,0.62,18.0,144.0,302.0,1289.0,2.88,0.094,14.8,16.0,16.0,0.0,0.0,0.24,0.9,0.0,0.0,0.0,0.7,0.257,0.217,3.232,0.253,6.0,1.43,69.0,1.4,0.0,6.0,6.0,0.0,0.0,53.0,5.661,0.0,0.0,0.0,0.05,0.04,0.383,3.533,1.656,6.442,1.36,0.365,0.038,0.008,0.728,0.0,0.046,0.002,0.0,0.004,7.216,1.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
19.6,3.8,2.93,124.0,0.0,72.0,0.0,0.0,0.0,0.0,5.0,1.35,20.0,304.0,299.0,1038.0,2.36,0.11,37.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.05,0.25,3.53,0.23,6.0,0.26,59.1,0.0,0.0,6.0,6.0,0.0,0.0,67.0,1.09,0.0,0.0,0.0,0.0,0.011,0.026,0.674,0.379,0.711,0.921,0.037,0.137,0.032,0.126,0.0,0.016,0.0,0.011,0.021,0.864,1.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
17.5,4.84,2.04,126.0,0.0,71.92,0.0,0.0,1.43,0.2,8.0,2.34,22.0,294.0,287.0,1114.0,2.59,0.25,32.2,7.0,7.0,0.0,0.0,0.64,0.1,0.0,0.0,0.0,8.9,0.03,0.149,2.118,0.209,7.0,0.23,56.8,0.0,0.0,7.0,7.0,0.0,0.0,72.0,1.526,0.0,0.0,0.0,0.0,0.0,0.04,0.68,0.34,1.04,0.67,0.03,0.096,0.021,0.1,0.0,0.007,0.0,0.007,0.014,1.902,1.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
14.4,26.2,2.9,308.0,0.0,52.5,0.0,0.0,0.0,0.0,11.0,2.32,14.0,119.0,208.0,1329.0,2.53,0.12,22.3,0.0,0.0,0.0,0.0,0.22,0.4,0.0,0.0,0.0,0.0,0.11,0.22,3.66,0.19,5.0,3.89,46.7,1.8,0.0,5.0,5.0,0.0,0.0,64.0,11.214,0.0,0.0,0.0,0.03,0.01,0.753,6.335,4.086,10.742,0.653,0.211,0.0,0.0,1.546,0.0,0.0,0.0,0.0,0.0,12.288,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
16.3,6.21,1.79,133.0,0.0,71.73,0.0,0.0,3.34,0.1,11.0,4.2,14.0,200.0,345.0,981.0,2.16,0.05,16.1,4.0,4.0,7.0,0.0,0.22,0.2,0.0,0.0,0.0,8.1,0.055,0.25,3.527,0.27,5.0,0.24,66.7,0.0,0.0,5.0,5.0,0.0,0.0,68.0,1.699,0.0,0.0,0.0,0.0,0.011,0.042,1.171,0.475,1.751,1.393,0.074,0.127,0.021,0.359,0.0,0.011,0.0,0.011,0.021,2.131,1.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
19.3,9.21,1.55,172.0,0.0,68.93,0.0,0.0,1.12,0.1,40.0,1.25,22.0,266.0,216.0,1004.0,2.32,0.19,26.4,2.0,2.0,0.0,0.0,0.24,0.6,0.0,0.0,0.0,0.0,0.426,0.303,3.979,0.427,10.0,0.99,53.1,1.3,0.0,10.0,10.0,0.0,0.0,76.0,2.783,0.0,0.0,0.0,0.0,0.017,0.121,1.988,0.657,2.878,2.291,0.052,0.087,0.022,0.268,0.0,0.026,0.0,0.0,0.014,3.172,2.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
17.07,1.66,4.21,104.0,0.0,74.07,0.0,0.0,3.51,0.5,8.0,1.44,21.0,162.0,302.0,1015.0,1.33,0.057,22.8,10.0,10.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,5.7,0.13,0.32,0.11,0.128,4.0,0.09,66.4,0.0,0.0,4.0,4.0,0.0,0.0,43.0,0.333,0.0,0.0,0.0,0.0,0.0,0.008,0.245,0.08,0.409,0.27,0.017,0.017,0.004,0.084,0.0,0.0,0.0,0.0,0.004,0.494,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
22.81,0.88,4.21,116.0,0.0,74.07,0.0,0.0,3.51,0.5,8.0,0.63,21.0,162.0,211.0,772.0,1.33,0.057,22.8,10.0,10.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,5.7,0.13,0.32,0.11,0.128,4.0,0.09,66.4,0.0,0.0,4.0,4.0,0.0,0.0,44.0,0.333,0.0,0.0,0.0,0.0,0.0,0.008,0.245,0.08,0.409,0.27,0.017,0.017,0.004,0.084,0.0,0.0,0.0,0.0,0.004,0.494,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
17.94,3.4,2.59,117.0,0.0,72.53,0.0,0.0,0.0,0.0,6.0,2.04,19.0,254.0,308.0,1117.0,3.31,0.183,14.3,0.0,0.0,0.0,0.0,0.19,0.1,0.0,0.0,0.0,0.0,0.044,0.289,4.747,0.399,3.0,1.93,52.8,0.4,0.0,3.0,3.0,0.0,0.0,48.0,1.101,0.0,0.0,0.0,0.0,0.0,0.077,0.65,0.331,1.159,0.082,0.005,0.002,0.0,0.104,0.0,0.005,0.0,0.0,0.0,1.289,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.1,14.93,0.0,250.0,0.0,57.72,0.0,0.0,0.0,0.0,12.0,2.08,14.0,111.0,136.0,1006.0,3.57,0.064,42.9,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.02,0.147,2.43,0.13,9.0,1.62,89.2,1.6,0.0,9.0,9.0,0.0,0.0,86.0,6.18,0.0,0.0,0.0,0.1,0.07,0.42,3.04,2.29,5.0,0.42,0.21,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5.96,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
12.5,30.3,2.1,334.0,0.0,51.5,0.0,0.0,0.0,0.0,6.0,0.72,10.0,82.0,215.0,1289.0,1.48,0.037,28.0,0.0,0.0,0.0,0.0,0.26,0.5,0.0,0.0,0.0,1.0,0.367,0.194,3.126,0.21,6.0,0.9,61.8,0.0,0.0,6.0,6.0,0.0,0.0,62.0,10.79,0.0,0.0,0.0,0.08,0.06,0.37,6.68,3.59,13.14,3.08,0.47,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,14.29,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
11.64,13.52,7.41,200.0,0.0,66.17,0.0,0.0,0.0,0.0,10.0,0.61,10.0,33.0,183.0,653.0,1.04,0.03,10.9,42.0,42.0,0.0,0.0,2.2,0.2,0.0,0.0,0.0,1.0,0.024,0.071,1.669,0.11,5.0,0.38,49.6,0.0,0.0,5.0,5.0,0.0,0.0,30.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.44,2.71,5.97,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,3.25,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
12.5,30.3,2.1,334.0,0.0,51.5,0.0,0.0,0.0,0.0,6.0,0.72,10.0,82.0,215.0,1289.0,1.48,0.037,28.0,0.0,0.0,0.0,0.0,0.26,0.5,0.0,0.0,0.0,1.0,0.367,0.194,3.126,0.21,6.0,0.9,61.8,0.0,0.0,6.0,6.0,0.0,0.0,62.0,10.79,0.0,0.0,0.0,0.08,0.06,0.37,6.68,3.59,13.14,3.08,0.47,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,14.29,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
8.68,15.53,10.64,216.0,0.0,62.6,0.0,0.0,0.0,0.0,8.0,0.59,10.0,120.0,150.0,912.0,1.1,0.07,17.8,0.0,0.0,0.0,0.0,1.74,0.7,0.0,0.0,0.0,0.0,0.435,0.12,2.095,0.15,1.0,0.76,69.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,5.049,0.0,0.0,0.0,0.02,0.01,0.159,3.187,1.673,6.703,2.36,0.329,0.0,0.0,0.468,0.0,0.0,0.0,0.0,0.0,7.171,2.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
7.66,17.34,11.94,235.0,0.0,60.28,0.0,0.0,0.0,0.2,12.0,0.79,8.0,59.0,110.0,1013.0,1.02,0.13,9.7,26.0,26.0,0.0,0.0,1.74,0.6,0.0,0.0,0.0,0.0,0.172,0.134,1.73,0.12,2.0,1.12,62.3,1.6,0.0,2.0,2.0,0.0,0.0,38.0,5.977,0.0,0.0,0.0,0.05,0.05,0.289,3.573,2.016,6.876,2.185,0.379,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,7.584,2.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
27.1,14.93,0.0,250.0,0.0,57.72,0.0,0.0,0.0,0.0,12.0,2.08,14.0,111.0,136.0,1006.0,3.57,0.064,42.9,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.02,0.147,2.43,0.13,9.0,1.62,89.2,1.6,0.0,9.0,9.0,0.0,0.0,86.0,6.18,0.0,0.0,0.0,0.1,0.07,0.42,3.04,2.29,5.0,0.42,0.21,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5.96,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
17.7,3.45,0.0,106.0,0.0,78.72,0.0,0.0,0.0,0.0,11.0,0.37,24.0,240.0,280.0,154.0,0.38,0.052,25.7,22.0,22.0,0.0,0.0,0.69,4.7,0.0,0.0,0.0,0.0,0.085,0.09,4.295,0.299,11.0,3.37,70.7,0.7,0.0,11.0,11.0,0.0,0.0,51.0,0.796,0.0,0.0,0.0,0.001,0.005,0.094,0.536,0.137,0.871,0.343,0.059,0.023,0.303,0.128,0.026,0.188,0.142,0.001,0.064,1.212,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
62.82,2.37,0.0,290.0,0.0,16.14,0.0,0.0,0.0,0.0,160.0,2.5,133.0,950.0,1458.0,7027.0,1.59,0.176,147.8,42.0,42.0,0.0,0.0,2.84,4.0,0.0,0.0,0.0,3.5,0.268,0.24,7.5,0.864,25.0,10.0,291.3,0.4,0.0,25.0,25.0,0.0,0.0,152.0,0.462,0.0,0.0,0.0,0.0,0.0,0.032,0.321,0.106,0.215,0.018,0.004,0.078,0.423,0.056,0.004,0.053,0.011,0.011,0.035,0.342,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
24.01,2.28,0.0,123.0,0.0,73.88,0.0,0.0,0.0,0.0,63.0,1.23,29.0,214.0,262.0,360.0,0.73,0.054,66.7,18.0,18.0,0.0,0.0,0.56,6.8,0.0,0.0,0.0,0.0,0.027,0.099,10.636,0.309,6.0,3.15,43.6,0.6,0.0,6.0,6.0,0.0,0.0,39.0,0.499,0.001,0.0,0.0,0.002,0.001,0.069,0.331,0.081,0.308,0.038,0.024,0.033,0.394,0.081,0.049,0.143,0.152,0.038,0.032,0.576,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
18.74,4.74,0.0,123.0,0.0,71.59,0.0,0.0,0.0,0.0,14.0,0.76,19.0,158.0,222.0,780.0,0.33,0.24,28.2,60.0,60.0,0.0,0.0,1.07,16.1,0.0,0.0,0.0,0.0,0.027,0.108,4.129,0.292,3.0,3.38,90.5,0.1,0.0,3.0,3.0,0.0,0.0,25.0,0.929,0.0,0.0,0.0,0.0,0.0,0.214,0.547,0.168,1.023,0.414,0.0,0.012,0.292,0.542,0.026,0.397,0.218,0.229,0.087,2.191,1.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
12.27,14.72,23.53,277.0,0.0,47.87,0.0,0.0,2.78,1.6,29.0,1.12,31.0,202.0,240.0,468.0,0.53,0.069,18.3,28.0,28.0,0.0,0.0,1.28,0.4,1.0,0.0,72.0,0.0,0.167,0.13,1.778,0.059,36.0,1.44,39.7,11.9,27.0,10.0,54.0,0.0,0.0,31.0,3.064,0.0,0.0,0.0,0.0,0.0,0.034,2.084,0.854,4.612,5.54,0.348,0.0,0.28,0.028,0.0,0.038,0.167,0.0,0.007,4.678,6.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
12.27,14.72,23.53,277.0,0.0,47.87,0.0,0.0,2.78,1.6,29.0,1.12,31.0,202.0,240.0,468.0,0.53,0.069,18.3,28.0,28.0,0.0,0.0,1.28,0.4,1.0,0.0,72.0,0.0,0.167,0.13,1.778,0.059,36.0,1.44,39.7,11.9,27.0,10.0,54.0,0.0,0.0,31.0,3.064,0.0,0.0,0.0,0.0,0.0,0.034,2.084,0.854,4.612,5.54,0.348,0.0,0.28,0.028,0.0,0.038,0.167,0.0,0.007,4.678,6.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
12.27,14.72,23.53,277.0,0.0,47.87,0.0,0.0,2.78,1.6,29.0,1.12,31.0,202.0,240.0,468.0,0.53,0.069,18.3,28.0,28.0,0.0,0.0,1.28,0.4,1.0,0.0,72.0,0.0,0.167,0.13,1.778,0.059,36.0,1.44,39.7,11.9,27.0,10.0,54.0,0.0,0.0,31.0,3.064,0.0,0.0,0.0,0.0,0.0,0.034,2.084,0.854,4.612,5.54,0.348,0.0,0.28,0.028,0.0,0.038,0.167,0.0,0.007,4.678,6.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
10.72,17.72,20.56,285.0,0.0,49.59,0.0,0.0,2.43,1.4,25.0,0.98,27.0,177.0,210.0,409.0,0.47,0.06,16.0,22.0,22.0,0.0,0.0,1.71,0.4,1.0,0.0,57.0,0.0,0.131,0.108,1.553,0.049,30.0,1.2,34.7,15.8,22.0,8.0,45.0,0.0,0.0,27.0,3.313,0.0,0.0,0.0,0.0,0.0,0.03,2.258,0.9,5.955,6.665,0.581,0.0,0.245,0.035,0.0,0.059,0.146,0.0,0.006,6.05,7.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
10.42,20.05,19.98,302.0,0.0,48.19,0.0,0.0,2.36,1.3,25.0,0.96,26.0,172.0,204.0,397.0,0.45,0.058,15.6,24.0,24.0,0.0,0.0,2.01,0.4,1.0,0.0,61.0,0.0,0.142,0.11,1.509,0.05,30.0,1.23,33.7,18.5,23.0,8.0,46.0,0.0,0.0,26.0,3.589,0.0,0.0,0.0,0.0,0.0,0.03,2.449,0.963,6.909,7.539,0.726,0.0,0.238,0.04,0.0,0.073,0.142,0.0,0.006,7.024,8.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
28.89,9.71,0.0,210.0,0.0,50.3,0.0,0.0,0.0,0.0,232.0,4.63,69.0,252.0,544.0,3668.0,2.44,0.339,68.1,12.0,12.0,0.0,0.0,3.33,1.7,0.0,0.0,0.0,0.0,0.078,0.363,19.903,0.203,13.0,0.88,85.0,12.1,0.0,13.0,13.0,0.0,0.0,85.0,2.203,0.0,0.0,0.0,0.0,0.02,0.428,1.326,0.42,2.942,0.362,0.017,0.01,1.292,0.59,0.078,0.009,0.763,0.163,0.041,3.77,2.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
28.89,9.71,0.0,210.0,0.0,50.3,0.0,0.0,0.0,0.0,232.0,4.63,69.0,252.0,544.0,3668.0,2.44,0.339,68.1,12.0,12.0,0.0,0.0,3.33,1.7,0.0,0.0,0.0,0.0,0.078,0.363,19.903,0.203,13.0,0.88,85.0,12.1,0.0,13.0,13.0,0.0,0.0,85.0,2.203,0.0,0.0,0.0,0.0,0.02,0.428,1.326,0.42,2.942,0.362,0.017,0.01,1.292,0.59,0.078,0.009,0.763,0.163,0.041,3.77,2.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
62.82,2.37,0.0,290.0,0.0,16.14,0.0,0.0,0.0,0.0,160.0,2.5,133.0,950.0,1458.0,7027.0,1.59,0.176,147.8,42.0,42.0,0.0,0.0,2.84,4.0,0.0,0.0,0.0,3.5,0.268,0.24,7.5,0.864,25.0,10.0,291.3,0.4,0.0,25.0,25.0,0.0,0.0,152.0,0.462,0.0,0.0,0.0,0.0,0.0,0.032,0.321,0.106,0.215,0.018,0.004,0.078,0.423,0.056,0.004,0.053,0.011,0.011,0.035,0.342,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
17.9,0.68,0.0,83.0,0.0,76.03,0.0,0.0,0.0,0.0,48.0,0.71,35.0,244.0,354.0,1805.0,0.45,0.057,42.1,10.0,10.0,0.0,0.0,0.81,1.1,0.0,0.0,0.0,0.7,0.061,0.062,1.817,0.197,6.0,2.42,83.0,0.1,0.0,6.0,6.0,0.0,0.0,43.0,0.132,0.0,0.0,0.0,0.0,0.0,0.009,0.091,0.03,0.061,0.005,0.001,0.022,0.121,0.016,0.001,0.015,0.003,0.003,0.01,0.097,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
12.41,1.93,0.0,70.0,0.0,84.63,0.0,0.0,0.0,0.0,21.0,0.18,18.0,252.0,160.0,296.0,0.32,0.019,26.6,10.0,10.0,0.0,0.0,0.63,2.8,0.0,0.0,0.0,0.0,0.022,0.02,1.04,0.098,5.0,1.13,65.0,0.1,0.0,5.0,5.0,0.0,0.0,45.0,0.441,0.0,0.0,0.0,0.003,0.006,0.087,0.282,0.053,0.358,0.045,0.017,0.015,0.108,0.09,0.012,0.06,0.137,0.001,0.028,0.535,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17.96,9.04,0.0,158.0,0.0,72.05,0.0,0.0,0.0,0.0,57.0,1.1,32.0,236.0,327.0,90.0,0.99,0.092,36.5,28.0,28.0,0.0,0.0,1.07,4.2,0.0,0.0,0.0,0.7,0.092,0.233,3.217,0.302,10.0,13.67,65.0,0.1,0.0,10.0,10.0,0.0,0.0,60.0,2.04,0.0,0.0,0.0,0.005,0.012,0.554,1.353,0.109,1.516,0.13,0.103,0.06,0.862,0.622,0.214,0.721,0.709,0.84,0.055,3.736,2.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14.19,18.0,9.64,262.0,0.0,55.22,0.0,0.0,7.71,0.0,77.0,1.22,8.0,89.0,69.0,870.0,0.53,0.105,58.5,258.0,258.0,0.0,0.0,1.71,2.8,0.0,0.0,0.0,0.0,0.036,0.139,3.3,0.17,2.0,4.27,104.1,0.2,0.0,2.0,2.0,0.0,0.0,13.0,2.381,0.0,0.0,0.0,0.0,0.0,0.721,1.555,0.105,1.75,0.211,0.0,0.0,0.546,1.383,0.0,3.648,0.843,5.166,0.079,11.947,1.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
