Protein,Total Fat,Carbohydrate,Energy,Alcohol,Water,Caffeine,Theobromine,"Sugars, total","Fiber, total dietary",Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Selenium,Retinol,"Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,Vitamin C,Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Folic acid,"Folate, food","Folate, DFE","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated",4:0,6:0,8:0,10:0,12:0,14:0,16:0,18:0,18:1,18:2,18:3,20:4,22:6 n-3,16:1,18:4,20:1,20:5 n-3,22:1,22:5 n-3,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Daidzein,Genistein,Glycitein,Cyanidin,Petunidin,Delphinidin,Malvidin,Pelargonidin,Peonidin,(+)-Catechin,(-)-Epigallocatechin,(-)-Epicatechin,(-)-Epicatechin 3-gallate,(-)-Epigallocatechin 3-gallate,Theaflavin,Thearubigins,Eriodictyol,Hesperetin,Naringenin,Apigenin,Luteolin,Isorhamnetin,Kaempferol,Myricetin,Quercetin,"Theaflavin-3,3'-digallate",Theaflavin-3'-gallate,Theaflavin-3-gallate,(+)-Gallocatechin,Total flavonoids,Total anthocyanidins,Total catechins (monomeric flavan-3-ols only),Total flavan-3-ols,Total flavanones,Total flavones,Total flavonols,Total isoflavones,novaclass
4.5,22.1,67.7,461.0,0.0,4.2,3.0,20.0,23.53,4.1,98.0,4.72,26.0,200.0,295.0,243.0,0.58,0.22,3.7,1.0,1.0,0.0,0.0,1.82,0.0,0.0,0.0,2.0,0.0,0.524,0.292,3.971,0.033,72.0,0.04,5.5,5.8,62.0,10.0,115.0,0.0,0.0,0.0,3.825,0.001,0.0,0.0,0.0,0.181,0.025,2.392,1.393,9.123,7.375,0.544,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,9.228,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
4.1,13.0,76.8,431.0,0.0,5.7,0.0,0.0,34.17,0.9,25.0,4.01,9.0,73.0,104.0,281.0,0.34,0.15,2.8,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.0,0.0,0.481,0.232,3.659,0.018,70.0,0.0,4.7,3.2,63.0,7.0,114.0,0.0,0.0,0.0,1.872,0.0,0.0,0.0,0.0,0.0,0.013,1.247,0.608,5.18,4.416,0.327,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5.243,4.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.9,11.0,34.0,237.0,0.0,52.2,0.0,0.0,15.65,1.6,11.0,0.45,7.0,24.0,65.0,201.0,0.16,0.046,1.0,31.0,32.0,9.0,0.0,1.52,0.0,6.0,0.0,9.0,3.2,0.028,0.027,0.263,0.038,27.0,0.01,7.2,3.5,23.0,4.0,43.0,0.0,0.0,0.0,3.797,0.0,0.0,0.0,0.0,0.021,0.126,2.062,1.534,4.109,2.066,0.123,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,4.388,2.198,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.44,0.05,2.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.38,0.0,0.0,0.0,0.0,3.92,0.78,2.75,2.75,0.0,0.0,0.39,0.0,4
1.9,11.0,34.0,237.0,0.0,52.2,0.0,0.0,15.65,1.6,11.0,0.45,7.0,24.0,65.0,201.0,0.16,0.046,1.0,31.0,32.0,9.0,0.0,1.52,0.0,6.0,0.0,9.0,3.2,0.028,0.027,0.263,0.038,27.0,0.01,7.2,3.5,23.0,4.0,43.0,0.0,0.0,0.0,3.797,0.0,0.0,0.0,0.0,0.021,0.126,2.062,1.534,4.109,2.066,0.123,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,4.388,2.198,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.44,0.05,2.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.38,0.0,0.0,0.0,0.0,3.92,0.78,2.75,2.75,0.0,0.0,0.39,0.0,4
3.0,16.1,42.6,316.0,0.0,37.6,0.0,0.0,21.4,2.6,22.0,1.22,10.0,43.0,65.0,374.0,0.23,0.047,2.4,5.0,5.0,5.0,0.0,1.72,0.0,5.0,0.0,8.0,1.3,0.141,0.106,1.425,0.03,18.0,0.08,7.2,4.1,15.0,3.0,29.0,0.0,0.0,0.0,2.457,0.001,0.0,0.0,0.001,0.001,0.032,1.516,0.834,7.299,4.808,0.568,0.0,0.0,0.012,0.0,0.089,0.0,0.032,0.0,7.449,5.376,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.38,0.04,1.96,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,3.4,0.68,2.39,2.39,0.0,0.0,0.33,0.0,4
3.0,16.1,42.6,316.0,0.0,37.6,0.0,0.0,21.4,2.6,22.0,1.22,10.0,43.0,65.0,374.0,0.23,0.047,2.4,5.0,5.0,5.0,0.0,1.72,0.0,5.0,0.0,8.0,1.3,0.141,0.106,1.425,0.03,18.0,0.08,7.2,4.1,15.0,3.0,29.0,0.0,0.0,0.0,2.457,0.001,0.0,0.0,0.001,0.001,0.032,1.516,0.834,7.299,4.808,0.568,0.0,0.0,0.012,0.0,0.089,0.0,0.032,0.0,7.449,5.376,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.38,0.04,1.96,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,3.4,0.68,2.39,2.39,0.0,0.0,0.33,0.0,4
2.13,5.33,44.71,227.0,0.0,46.86,0.0,0.0,26.64,2.1,6.0,1.0,6.0,25.0,71.0,288.0,0.16,0.086,6.8,0.0,1.0,9.0,0.0,0.55,0.0,7.0,0.0,15.0,0.2,0.129,0.092,1.048,0.033,25.0,0.0,3.8,1.9,21.0,4.0,39.0,0.0,0.0,0.0,1.333,0.0,0.0,0.0,0.0,0.002,0.014,0.698,0.589,2.909,0.627,0.03,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.0,2.913,0.675,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.78,0.09,3.93,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.66,0.0,0.0,0.0,0.0,6.85,1.36,4.82,4.82,0.0,0.0,0.67,0.0,4
3.0,16.1,42.6,316.0,0.0,37.6,0.0,0.0,21.4,2.6,22.0,1.22,10.0,43.0,65.0,374.0,0.23,0.047,2.4,5.0,5.0,5.0,0.0,1.72,0.0,5.0,0.0,8.0,1.3,0.141,0.106,1.425,0.03,18.0,0.08,7.2,4.1,15.0,3.0,29.0,0.0,0.0,0.0,2.457,0.001,0.0,0.0,0.001,0.001,0.032,1.516,0.834,7.299,4.808,0.568,0.0,0.0,0.012,0.0,0.089,0.0,0.032,0.0,7.449,5.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.76,0.0,0.0,0.0,0.0,4.97,0.0,3.92,3.92,0.0,0.0,1.05,0.0,4
1.8,10.0,34.9,232.0,0.0,52.5,0.0,0.0,9.89,1.0,8.0,0.3,5.0,23.0,50.0,219.0,0.16,0.046,1.4,41.0,44.0,39.0,0.0,1.04,0.0,0.0,0.0,15.0,2.7,0.01,0.03,0.3,0.037,27.0,0.01,7.2,10.5,23.0,4.0,43.0,0.0,0.0,0.0,1.679,0.0,0.0,0.0,0.0,0.0,0.016,1.072,0.585,4.215,3.281,0.239,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,4.244,3.524,0.0,0.0,0.0,1.09,4.54,5.4,12.41,0.0,0.12,1.06,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.28,0.44,1.16,0.0,0.0,0.0,0.02,27.22,23.560000000000002,1.33,1.33,0.0,0.45,1.88,0.0,4
2.0,11.0,39.8,260.0,0.0,46.2,0.0,0.0,14.29,0.8,12.0,0.48,8.0,29.0,81.0,246.0,0.18,0.04,1.2,46.0,52.0,69.0,0.0,0.76,0.0,0.0,0.0,20.0,0.9,0.023,0.029,0.2,0.041,27.0,0.01,7.2,7.6,19.0,8.0,40.0,0.0,0.0,0.0,2.562,0.0,0.0,0.0,0.0,0.0,0.042,1.38,1.138,5.825,1.917,0.138,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,5.837,2.055,0.0,0.0,0.0,8.16,0.0,0.0,0.0,0.07,0.41,1.18,0.09,1.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.01,0.62,0.0,0.0,0.0,0.0,11.98,8.64,2.63,2.63,0.0,0.0,0.71,0.0,4
2.0,11.0,39.8,260.0,0.0,46.2,0.0,0.0,14.29,0.8,12.0,0.48,8.0,29.0,81.0,246.0,0.18,0.04,1.2,46.0,52.0,69.0,0.0,0.76,0.0,0.0,0.0,20.0,0.9,0.023,0.029,0.2,0.041,27.0,0.01,7.2,7.6,19.0,8.0,40.0,0.0,0.0,0.0,2.562,0.0,0.0,0.0,0.0,0.0,0.042,1.38,1.138,5.825,1.917,0.138,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,5.837,2.055,0.0,0.0,0.0,8.16,0.0,0.0,0.0,0.07,0.41,1.18,0.09,1.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.01,0.62,0.0,0.0,0.0,0.0,11.98,8.64,2.63,2.63,0.0,0.0,0.71,0.0,4
2.6,10.8,48.0,289.0,0.0,37.4,0.0,0.0,28.31,2.6,22.0,1.49,14.0,42.0,203.0,254.0,0.22,0.113,6.6,0.0,1.0,5.0,0.0,0.15,0.0,12.0,0.0,13.0,5.9,0.15,0.105,1.189,0.065,23.0,0.0,7.2,5.4,18.0,5.0,36.0,0.0,0.0,0.0,2.682,0.0,0.0,0.0,0.0,0.0,0.043,1.529,1.11,4.654,2.661,0.18,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,4.654,2.842,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.03,1.45,0.0,0.01,0.0,0.0,0.43,1.02,0.09,0.0,0.08,0.0,0.0,0.01,0.29,0.0,0.0,0.0,0.0,4.26,0.5,1.84,1.84,1.54,0.08,0.3,0.0,4
1.9,10.0,32.9,223.0,0.0,54.4,0.0,0.0,6.19,0.8,8.0,0.5,6.0,22.0,125.0,194.0,0.09,0.053,1.3,4.0,10.0,64.0,0.0,0.94,0.0,25.0,0.0,15.0,0.9,0.061,0.033,0.2,0.023,29.0,0.0,7.2,3.3,25.0,4.0,47.0,0.0,0.0,0.0,1.508,0.0,0.0,0.0,0.0,0.0,0.011,0.995,0.501,4.193,3.485,0.255,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,4.241,3.749,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.11,0.24,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0,1.17,0.2,0.88,0.88,0.0,0.0,0.09,0.0,4
4.4,13.6,32.9,269.0,0.0,47.9,0.0,0.0,12.06,0.7,75.0,1.04,16.0,92.0,165.0,240.0,0.48,0.052,9.1,59.0,61.0,21.0,5.0,0.4,0.8,1.0,0.0,46.0,1.6,0.139,0.207,1.054,0.133,27.0,0.25,28.7,6.3,16.0,11.0,38.0,0.0,0.0,51.0,3.758,0.034,0.02,0.012,0.027,0.031,0.153,2.122,1.35,5.652,3.067,0.205,0.016,0.004,0.06,0.0,0.003,0.0,0.0,0.0,5.719,3.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.81,0.0,0.79,0.79,0.0,0.0,0.02,0.0,4
2.1,16.6,37.2,298.0,0.0,43.2,0.0,0.0,36.27,1.3,29.0,0.8,20.0,85.0,65.0,301.0,0.47,0.068,5.3,27.0,27.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.2,0.068,7.0,0.12,8.5,5.3,2.0,5.0,8.0,0.0,0.0,0.0,6.976,0.001,0.025,0.303,0.241,1.917,0.82,1.967,1.7,7.258,1.469,0.075,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,7.26,1.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5.5,11.6,20.8,210.0,0.0,60.9,0.0,0.0,11.58,1.6,80.0,0.58,11.0,112.0,106.0,150.0,0.52,0.024,7.1,57.0,57.0,9.0,0.0,0.94,0.8,1.0,0.0,50.0,0.6,0.039,0.208,0.292,0.048,20.0,0.43,38.0,3.2,0.0,20.0,20.0,0.0,0.0,33.0,2.349,0.024,0.011,0.008,0.018,0.019,0.088,1.469,0.685,4.673,3.438,0.249,0.021,0.006,0.099,0.0,0.004,0.001,0.0,0.0,4.797,3.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3.9,9.75,34.83,243.0,0.0,50.39,0.0,0.0,18.88,1.8,64.0,0.9,14.0,81.0,167.0,338.0,0.39,0.148,5.4,334.0,448.0,1023.0,686.0,0.76,0.1,3.0,0.0,20.0,0.0,0.177,0.124,1.107,0.063,26.0,0.35,37.5,13.2,16.0,10.0,37.0,0.0,0.0,26.0,1.988,0.007,0.001,0.0,0.0,0.0,0.027,1.107,0.81,4.567,1.65,0.117,0.003,0.0,0.033,0.0,0.0,0.0,0.0,0.0,4.6,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.0,4
4.8,14.4,32.6,278.0,0.0,47.0,0.0,0.0,12.68,0.6,90.0,1.02,13.0,104.0,126.0,260.0,0.53,0.039,9.5,81.0,83.0,22.0,2.0,0.45,1.2,1.0,0.0,52.0,0.5,0.139,0.216,0.984,0.049,26.0,0.3,32.8,6.7,15.0,11.0,37.0,0.0,0.0,62.0,4.03,0.042,0.025,0.015,0.033,0.037,0.179,2.263,1.426,5.965,3.205,0.208,0.02,0.005,0.07,0.0,0.004,0.0,0.0,0.0,6.043,3.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.5,8.7,47.2,268.0,0.0,41.7,0.0,0.0,23.86,1.2,56.0,0.61,15.0,105.0,89.0,172.0,0.49,0.001,3.0,51.0,51.0,1.0,0.0,1.06,0.2,3.0,0.0,9.0,3.2,0.062,0.209,0.649,0.03,24.0,0.17,6.2,2.1,16.0,8.0,35.0,0.0,0.0,45.0,1.766,0.0,0.0,0.0,0.001,0.0,0.027,1.345,0.384,2.619,3.414,0.205,0.022,0.006,0.06,0.0,0.004,0.001,0.0,0.0,2.685,3.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.01,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.45,0.0,0.03,0.0,4
1.5,8.7,47.2,268.0,0.0,41.7,0.0,0.0,23.86,1.2,56.0,0.61,15.0,105.0,89.0,172.0,0.49,0.001,3.0,51.0,51.0,1.0,0.0,1.06,0.2,3.0,0.0,9.0,3.2,0.062,0.209,0.649,0.03,24.0,0.17,6.2,2.1,16.0,8.0,35.0,0.0,0.0,45.0,1.766,0.0,0.0,0.0,0.001,0.0,0.027,1.345,0.384,2.619,3.414,0.205,0.022,0.006,0.06,0.0,0.004,0.001,0.0,0.0,2.685,3.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.01,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.45,0.0,0.03,0.0,4
4.74,20.48,46.01,383.0,0.0,27.5,7.0,68.0,35.08,1.5,98.0,1.34,29.0,112.0,190.0,180.0,0.98,0.203,4.4,97.0,101.0,52.0,0.0,1.05,0.5,0.0,0.0,11.0,0.2,0.079,0.192,0.742,0.032,12.0,0.36,23.2,10.8,4.0,7.0,14.0,0.0,0.0,10.0,9.651,0.14,0.046,0.076,0.141,0.748,0.718,4.027,3.671,6.006,2.803,0.257,0.0,0.0,0.155,0.0,0.011,0.0,0.0,0.001,6.416,3.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,5.44,0.0,4.96,4.96,0.0,0.0,0.48,0.0,4
4.5,16.69,59.61,407.0,0.0,18.25,0.0,0.0,25.18,2.1,22.0,0.93,22.0,83.0,99.0,158.0,0.87,0.184,7.0,50.0,51.0,4.0,0.0,0.8,0.1,2.0,0.0,39.0,0.0,0.204,0.078,1.31,0.038,32.0,0.12,49.5,15.5,16.0,17.0,43.0,0.0,0.0,42.0,2.654,0.0,0.0,0.0,0.008,0.0,0.032,1.568,1.015,8.238,3.361,0.193,0.0,0.0,0.043,0.0,0.036,0.0,0.0,0.0,8.317,3.554,0.0,0.0,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.72,0.56,0.08,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,1.8,1.59,1.59,0.0,0.0,0.0,0.0,4
4.5,16.69,59.61,407.0,0.0,18.25,0.0,0.0,25.18,2.1,22.0,0.93,22.0,83.0,99.0,158.0,0.87,0.184,7.0,50.0,51.0,4.0,0.0,0.8,0.1,2.0,0.0,39.0,0.0,0.204,0.078,1.31,0.038,32.0,0.12,49.5,15.5,16.0,17.0,43.0,0.0,0.0,42.0,2.654,0.0,0.0,0.0,0.008,0.0,0.032,1.568,1.015,8.238,3.361,0.193,0.0,0.0,0.043,0.0,0.036,0.0,0.0,0.0,8.317,3.554,0.0,0.0,0.0,1.07,0.0,0.73,0.0,0.0,0.0,0.72,0.56,0.08,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,1.8,1.59,1.59,0.0,0.0,0.0,0.0,4
4.69,22.2,42.63,378.0,0.0,29.19,9.0,115.0,13.76,2.9,35.0,2.62,36.0,89.0,184.0,290.0,0.8,0.265,3.8,5.0,5.0,0.0,0.0,0.6,0.0,0.0,0.0,3.0,0.1,0.156,0.11,1.761,0.032,35.0,0.03,11.5,9.2,23.0,12.0,51.0,0.0,0.0,0.0,8.595,0.002,0.02,0.208,0.148,1.174,0.57,3.686,2.64,8.408,3.053,0.251,0.009,0.0,0.196,0.0,0.083,0.0,0.0,0.0,8.687,3.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,3.97,0.0,3.81,3.81,0.0,0.0,0.16,0.0,4
4.45,21.9,42.48,374.0,0.0,30.01,8.0,89.0,13.69,2.9,34.0,2.18,31.0,84.0,140.0,286.0,0.73,0.238,3.8,1.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,2.0,0.1,0.154,0.109,1.736,0.032,34.0,0.06,10.2,9.2,23.0,11.0,50.0,0.0,0.0,0.0,8.503,0.003,0.021,0.208,0.148,1.174,0.571,3.659,2.576,8.244,3.047,0.25,0.009,0.0,0.197,0.0,0.083,0.0,0.0,0.0,8.523,3.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,3.0,0.0,2.87,2.87,0.0,0.0,0.13,0.0,4
6.5,28.59,56.24,508.0,0.0,7.18,0.0,0.0,4.23,3.3,21.0,2.8,17.0,82.0,114.0,467.0,0.51,0.097,6.8,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.0,0.0,0.3,0.155,3.45,0.045,68.0,0.0,13.4,7.8,49.0,19.0,102.0,0.0,0.0,0.0,9.277,0.0,0.0,0.0,0.0,0.0,0.269,5.375,3.437,12.996,3.321,0.138,0.02,0.0,0.409,0.0,0.157,0.0,0.0,0.0,13.562,3.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5.1,24.83,64.3,501.0,0.0,4.37,0.0,0.0,18.13,1.9,29.0,2.6,23.0,117.0,113.0,330.0,1.25,0.223,2.6,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,23.0,0.0,0.184,0.213,3.22,0.076,65.0,0.0,17.7,21.8,46.0,19.0,97.0,0.0,0.0,0.0,4.999,0.0,0.0,0.0,0.0,0.0,0.02,2.775,1.974,16.884,1.611,0.06,0.0,0.0,0.011,0.0,0.034,0.0,0.0,0.0,16.928,1.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5.1,31.1,54.4,506.0,0.0,7.3,5.0,166.0,22.1,1.5,30.0,3.0,40.0,105.0,168.0,672.0,0.82,0.346,4.3,198.0,211.0,156.0,0.0,2.83,0.4,0.0,0.0,8.0,0.0,0.154,0.208,2.138,0.002,53.0,0.02,14.0,25.5,53.0,0.0,90.0,0.0,0.0,1.0,6.732,0.001,0.0,0.0,0.001,0.001,0.056,3.835,2.789,14.711,7.407,0.304,0.002,0.001,0.018,0.0,0.0,0.0,0.0,0.0,14.729,7.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,5.8,0.0,5.6,5.6,0.0,0.0,0.2,0.0,4
6.7,15.5,22.9,258.0,0.0,53.5,0.0,0.0,9.49,0.4,66.0,1.17,12.0,109.0,115.0,341.0,0.6,0.035,15.4,135.0,142.0,84.0,0.0,1.43,1.0,2.0,0.0,80.0,0.3,0.122,0.28,0.835,0.062,37.0,0.36,68.7,12.5,22.0,15.0,52.0,0.0,0.0,134.0,3.679,0.023,0.014,0.009,0.019,0.021,0.111,2.29,1.177,6.406,3.918,0.182,0.044,0.011,0.108,0.0,0.009,0.001,0.001,0.0,6.527,4.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
4.41,18.52,37.43,334.0,0.0,38.64,0.0,0.0,22.05,0.9,35.0,0.95,10.0,71.0,68.0,265.0,0.45,0.06,15.5,22.0,23.0,1.0,0.0,0.95,0.3,1.0,0.0,86.0,0.0,0.263,0.241,1.908,0.041,66.0,0.17,44.2,6.7,49.0,16.0,100.0,0.0,0.0,66.0,7.055,0.002,0.0,0.001,0.002,0.0,0.051,3.748,3.01,6.018,3.861,0.266,0.028,0.009,0.033,0.0,0.016,0.0,0.0,0.001,6.07,4.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.16,0.0,2.06,2.06,0.0,0.0,0.1,0.0,4
3.3,11.2,41.1,274.0,0.0,43.5,0.0,0.0,25.75,2.2,15.0,0.42,9.0,33.0,149.0,157.0,0.19,0.03,6.1,6.0,6.0,5.0,1.0,1.42,0.0,3.0,0.0,42.0,1.7,0.04,0.025,0.33,0.046,28.0,0.22,17.4,2.9,22.0,6.0,43.0,0.0,0.0,6.0,2.044,0.001,0.0,0.0,0.001,0.001,0.037,1.583,0.416,3.24,5.002,0.31,0.002,0.001,0.026,0.0,0.0,0.0,0.0,0.0,3.267,5.315,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.01,0.51,0.1,2.98,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.59,0.0,0.0,0.0,0.0,5.94,0.63,3.67,3.67,0.0,0.0,1.64,0.0,4
7.4,38.5,45.7,558.0,0.0,7.4,0.0,0.0,0.75,1.5,10.0,2.6,16.0,60.0,62.0,253.0,0.54,0.115,24.5,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,39.0,0.0,0.323,0.258,3.8,0.019,55.0,0.0,6.2,16.3,46.0,9.0,87.0,0.0,0.0,0.0,5.502,0.0,0.0,0.0,0.0,0.0,0.039,4.016,1.438,8.674,19.64,2.588,0.0,0.0,0.078,0.0,0.075,0.0,0.0,0.0,8.828,22.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
