Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Vitamin D (D2 + D3),Cholesterol,"Fatty acids, total saturated",Potassium,Energy,novaclass
9.41,1.33,83.59,63.38,1.9,376.0,12.7,259.0,23.5,0.0,0.679,591.0,372.0,4
4.9,3.4,84.6,70.56,4.7,443.0,17.38,594.0,23.8,0.0,1.964,1193.0,389.0,4
0.1,0.2,99.1,95.45,0.0,4.0,0.44,38.0,0.0,0.0,0.0,6.0,389.0,4
23.5,2.6,52.9,51.3,1.6,880.0,7.7,780.0,0.0,14.0,2.059,2200.0,329.0,4
19.9,1.4,66.2,65.8,0.4,285.0,12.82,385.0,0.0,12.0,0.56,947.0,357.0,4
35.8,5.1,41.0,39.0,2.0,500.0,2.3,717.0,0.0,44.0,2.162,1705.0,358.0,4
29.4,1.5,58.8,58.8,0.0,867.0,13.62,495.0,7.7,15.0,0.525,1176.0,366.0,4
32.0,0.0,54.5,35.3,19.2,1282.0,20.19,240.0,9.6,0.0,0.0,481.0,346.0,4
17.6,0.4,63.5,61.5,2.0,529.0,22.22,366.0,9.6,9.0,0.183,847.0,324.0,4
23.5,3.5,66.4,66.4,0.0,705.0,3.97,264.0,1.5,15.0,2.19,705.0,388.0,4
55.6,7.4,18.5,17.5,1.0,741.0,13.3,385.0,0.0,0.0,0.707,593.0,363.0,4
33.7,2.2,47.2,45.2,2.0,1124.0,20.2,831.0,5.5,5.0,0.317,1573.0,343.0,4
45.71,17.14,18.5,5.71,7.1,500.0,8.57,329.0,5.0,21.0,1.553,1129.0,411.0,4
50.0,12.0,22.0,4.0,2.0,1200.0,12.0,250.0,7.0,10.0,1.087,840.0,396.0,4
2.96,11.5,4.3,0.16,0.0,105.0,0.07,41.0,0.2,37.0,7.158,130.0,130.0,2
2.7,19.31,3.66,0.14,0.0,96.0,0.04,40.0,0.4,66.0,12.02,122.0,195.0,2
2.17,30.91,2.96,0.11,0.0,69.0,0.03,34.0,0.6,111.0,19.337,97.0,292.0,4
2.96,11.5,4.3,0.16,0.0,105.0,0.07,41.0,0.2,37.0,7.158,130.0,130.0,2
2.78,6.45,6.65,2.58,0.0,100.0,0.04,70.0,0.1,21.0,4.0,168.0,94.0,4
2.6,1.4,9.0,5.0,0.0,96.0,0.0,100.0,0.0,5.0,0.841,206.0,59.0,4
2.05,37.0,2.79,0.11,0.0,65.0,0.03,38.0,0.7,137.0,23.032,75.0,345.0,4
2.05,37.0,2.79,0.11,0.0,65.0,0.03,38.0,0.7,137.0,23.032,75.0,345.0,4
1.93,34.81,8.54,5.9,0.0,61.0,0.03,36.0,0.7,129.0,21.666,71.0,348.0,4
3.2,22.22,12.49,8.0,0.0,101.0,0.05,8.0,0.4,76.0,13.831,147.0,257.0,4
3.2,22.22,12.49,8.0,0.0,101.0,0.05,8.0,0.4,76.0,13.831,147.0,257.0,4
3.0,5.0,25.0,16.0,0.4,108.0,0.03,72.0,0.0,16.0,2.869,108.0,149.0,4
1.0,9.97,11.38,11.38,0.0,9.0,0.03,79.0,0.0,0.0,1.937,191.0,136.0,4
1.0,9.97,11.38,11.38,0.0,9.0,0.03,79.0,0.0,0.0,1.937,191.0,136.0,4
1.0,9.97,11.38,11.38,0.0,9.0,0.03,79.0,0.0,0.0,1.937,191.0,136.0,4
0.69,13.5,35.07,33.04,1.1,6.0,0.59,80.0,0.0,0.0,2.635,96.0,251.0,4
0.8,3.5,9.1,9.1,0.0,1.0,0.56,60.0,0.0,0.0,0.896,177.0,71.0,4
0.8,3.5,9.1,9.1,0.0,1.0,0.56,60.0,0.0,0.0,0.896,177.0,71.0,4
0.8,3.5,9.1,9.1,0.0,1.0,0.56,60.0,0.0,0.0,0.896,177.0,71.0,4
0.8,3.5,9.1,9.1,0.0,1.0,0.56,60.0,0.0,0.0,0.896,177.0,71.0,4
1.0,9.97,11.38,11.38,0.0,9.0,0.03,79.0,0.0,0.0,1.937,191.0,136.0,4
0.69,13.5,35.07,33.04,1.1,6.0,0.59,80.0,0.0,0.0,2.635,96.0,251.0,4
4.79,35.48,54.88,54.88,0.0,22.0,1.15,181.0,0.0,0.0,32.525,812.0,545.0,4
1.9,15.7,73.4,73.4,0.0,1.0,0.03,229.0,0.0,0.0,3.8,902.0,431.0,4
0.68,21.47,75.42,58.01,1.2,5.0,0.63,196.0,0.0,0.0,19.463,90.0,498.0,4
1.9,15.7,73.4,73.4,0.0,1.0,0.03,229.0,0.0,0.0,3.8,902.0,431.0,4
1.9,15.7,73.4,73.4,0.0,1.0,0.03,229.0,0.0,0.0,3.8,902.0,431.0,4
4.79,35.48,54.88,54.88,0.0,22.0,1.15,181.0,0.0,0.0,32.525,812.0,545.0,4
0.68,21.47,75.42,58.01,1.2,5.0,0.63,196.0,0.0,0.0,19.463,90.0,498.0,4
1.25,25.31,23.05,23.05,0.0,6.0,0.12,25.0,0.0,0.0,21.783,18.0,318.0,4
0.98,22.3,16.07,16.07,0.0,5.0,0.02,62.0,0.0,0.0,18.912,19.0,264.0,4
1.25,25.31,23.05,23.05,0.0,6.0,0.12,25.0,0.0,0.0,21.783,18.0,318.0,4
3.0,13.1,23.6,23.6,0.0,71.0,0.1,72.0,0.0,2.0,11.273,101.0,224.0,4
3.0,5.0,25.0,16.0,0.4,108.0,0.03,72.0,0.0,16.0,2.869,108.0,149.0,4
3.0,13.1,23.6,23.6,0.0,71.0,0.1,72.0,0.0,2.0,11.273,101.0,224.0,4
3.61,12.72,17.13,17.13,0.0,90.0,0.04,66.0,0.9,10.0,10.684,151.0,194.0,4
0.9,6.0,10.6,10.6,0.0,3.0,0.01,106.0,0.0,0.0,3.186,26.0,100.0,4
2.07,19.73,2.88,2.88,0.0,110.0,0.17,80.0,0.4,52.0,11.507,141.0,193.0,2
7.0,14.1,7.0,0.3,0.0,141.0,0.06,70.0,0.3,35.0,8.7,211.0,181.0,4
3.5,10.6,7.1,0.22,0.0,141.0,0.07,71.0,0.2,35.0,6.6,212.0,138.0,4
3.1,0.0,15.6,0.39,0.0,125.0,0.0,141.0,0.0,9.0,0.0,129.0,74.0,4
2.4,19.52,6.63,6.63,0.0,3.0,0.39,102.0,0.0,0.0,17.791,161.0,208.0,4
3.25,16.57,4.68,4.68,0.0,113.0,0.03,48.0,0.0,5.0,13.272,162.0,178.0,4
3.56,11.0,24.52,22.05,0.8,124.0,0.26,79.0,0.2,42.0,6.792,209.0,209.0,4
3.5,11.0,23.6,21.22,0.7,128.0,0.09,80.0,0.2,44.0,6.79,199.0,207.0,4
3.8,11.0,28.2,25.36,1.2,109.0,0.93,76.0,0.2,34.0,6.8,249.0,216.0,4
3.5,16.2,22.29,20.65,0.0,117.0,0.34,61.0,0.3,92.0,10.329,157.0,249.0,4
4.72,16.98,20.75,17.35,0.9,142.0,1.02,57.0,0.3,60.0,10.377,238.0,255.0,4
3.5,16.2,22.29,20.65,0.0,117.0,0.34,61.0,0.3,92.0,10.329,157.0,249.0,4
3.5,11.0,23.6,21.22,0.7,128.0,0.09,80.0,0.2,44.0,6.79,199.0,207.0,4
4.1,13.0,22.2,21.16,0.7,131.0,0.21,61.0,0.7,91.0,7.46,177.0,222.0,4
3.5,11.0,23.6,21.22,0.7,128.0,0.09,80.0,0.2,44.0,6.79,199.0,207.0,4
3.17,12.7,22.23,6.35,4.8,128.0,0.09,48.0,0.2,32.0,6.79,199.0,216.0,4
3.17,12.7,22.23,6.35,4.8,128.0,0.09,48.0,0.2,32.0,6.79,199.0,216.0,4
3.8,12.7,26.8,6.35,4.8,109.0,0.93,76.0,0.2,34.0,6.8,249.0,237.0,4
3.5,11.0,23.6,21.22,0.7,128.0,0.09,80.0,0.2,44.0,6.79,199.0,207.0,4
4.1,24.1,24.5,18.3,0.8,119.0,0.29,68.0,0.2,28.0,13.202,305.0,331.0,4
4.4,20.2,30.9,30.0,0.6,252.0,0.72,92.0,0.2,1.0,12.658,238.0,323.0,4
4.42,23.35,35.42,29.98,2.6,98.0,1.66,42.0,0.2,38.0,13.967,257.0,348.0,4
4.74,20.24,33.42,29.9,1.0,139.0,0.94,66.0,0.2,71.0,12.783,222.0,335.0,4
5.91,22.12,29.61,25.4,1.7,145.0,1.06,59.0,0.2,70.0,11.398,250.0,337.0,4
4.55,14.65,34.3,30.47,1.6,125.0,1.21,77.0,0.2,32.0,9.091,273.0,278.0,4
4.91,11.87,41.07,25.08,1.3,121.0,2.12,400.0,0.2,46.0,4.367,233.0,279.0,4
2.27,6.23,24.73,21.46,2.3,78.0,0.34,45.0,0.1,25.0,3.805,162.0,161.0,4
4.29,8.57,37.14,18.57,0.0,86.0,0.26,129.0,0.0,21.0,2.317,115.0,237.0,4
3.7,7.4,39.6,21.3,1.2,73.0,1.1,162.0,0.0,6.0,1.663,68.0,240.0,4
5.91,16.23,25.65,18.41,2.0,143.0,0.71,79.0,0.2,36.0,6.193,256.0,267.0,4
5.21,21.88,34.38,25.0,1.0,63.0,0.0,94.0,0.1,21.0,11.458,222.0,354.0,4
3.88,12.32,30.91,22.96,1.3,113.0,0.59,87.0,0.2,37.0,7.324,207.0,245.0,4
3.76,10.77,26.77,20.35,0.8,122.0,0.29,90.0,0.2,41.0,6.472,194.0,219.0,4
3.92,10.14,29.31,22.76,0.9,118.0,0.46,79.0,0.2,32.0,6.06,205.0,222.0,4
6.3,15.63,29.33,22.68,2.2,138.0,0.99,56.0,0.1,21.0,5.517,281.0,274.0,4
4.08,11.25,34.56,27.64,1.4,106.0,0.84,63.0,0.1,21.0,6.671,228.0,247.0,4
4.07,9.52,31.85,25.16,1.0,113.0,0.63,67.0,0.2,23.0,5.648,216.0,226.0,4
6.14,16.71,31.93,25.07,2.5,130.0,1.15,53.0,0.1,19.0,6.436,288.0,289.0,4
5.55,15.06,30.02,21.57,1.7,111.0,0.69,81.0,0.2,34.0,7.288,242.0,270.0,4
4.3,6.0,29.4,20.74,0.3,120.0,0.25,95.0,0.1,13.0,3.09,211.0,185.0,4
2.27,11.4,35.33,20.14,0.4,85.0,0.05,70.0,0.2,43.0,7.052,124.0,244.0,4
3.78,13.6,35.89,23.86,1.1,97.0,0.75,177.0,0.2,43.0,7.294,189.0,279.0,4
3.96,13.84,40.85,24.01,1.4,83.0,0.85,190.0,0.1,24.0,6.648,197.0,303.0,4
3.9,13.76,33.96,22.31,1.1,159.0,2.83,208.0,0.8,34.0,6.375,189.0,274.0,4
4.71,4.56,28.92,22.58,0.3,159.0,0.2,72.0,0.1,24.0,2.769,212.0,175.0,4
4.78,4.83,29.46,22.12,0.3,161.0,0.19,74.0,0.1,27.0,2.927,208.0,180.0,4
5.0,7.19,25.7,24.71,0.8,159.0,0.69,71.0,0.1,28.0,4.38,170.0,187.0,4
3.97,7.45,21.42,6.46,0.0,136.0,0.19,96.0,0.1,27.0,4.048,196.0,169.0,4
3.97,7.45,21.42,6.46,0.0,136.0,0.19,96.0,0.1,27.0,4.048,196.0,169.0,4
3.54,5.74,26.79,5.65,0.9,121.0,0.48,75.0,0.1,16.0,3.61,196.0,173.0,4
4.9,2.6,21.8,18.69,0.0,157.0,0.06,70.0,0.0,12.0,1.63,221.0,126.0,4
4.9,2.6,21.8,18.69,0.0,157.0,0.06,70.0,0.0,12.0,1.63,221.0,126.0,4
4.29,2.61,25.91,25.2,0.5,145.0,0.25,62.0,0.0,8.0,1.595,237.0,142.0,4
4.24,4.86,26.36,19.49,0.1,129.0,0.35,67.0,0.0,15.0,2.542,193.0,166.0,4
5.08,5.36,28.3,18.41,1.9,128.0,1.27,64.0,0.0,14.0,2.86,334.0,169.0,4
4.24,4.86,26.36,19.49,0.1,129.0,0.35,67.0,0.0,15.0,2.542,193.0,166.0,4
4.0,6.06,26.18,22.78,0.2,132.0,0.44,64.0,0.0,16.0,3.194,203.0,176.0,4
4.29,3.04,39.64,17.86,0.0,30.0,0.09,146.0,0.0,7.0,0.821,41.0,186.0,4
5.58,6.6,38.54,25.98,1.5,125.0,0.93,55.0,0.1,21.0,3.671,185.0,236.0,4
5.71,2.86,42.86,6.58,7.1,86.0,0.0,164.0,0.0,21.0,0.821,41.0,200.0,4
3.98,17.46,30.31,23.88,0.6,129.0,0.34,59.0,0.1,21.0,14.076,192.0,289.0,4
6.89,21.61,28.83,21.31,1.4,123.0,0.54,52.0,0.1,19.0,13.133,256.0,327.0,4
5.15,2.93,26.2,17.71,0.2,147.0,0.33,84.0,0.0,11.0,1.599,213.0,148.0,4
5.15,2.93,26.2,17.71,0.2,147.0,0.33,84.0,0.0,11.0,1.599,213.0,148.0,4
4.56,3.5,30.04,23.8,0.6,135.0,0.5,77.0,0.0,9.0,1.921,226.0,168.0,4
4.27,10.64,35.8,22.48,1.1,109.0,0.52,156.0,0.2,33.0,6.09,214.0,255.0,4
2.84,7.77,36.91,20.05,0.4,95.0,0.19,50.0,0.2,33.0,4.794,138.0,223.0,4
2.9,6.21,42.41,22.42,0.2,101.0,0.11,69.0,0.1,27.0,3.799,127.0,228.0,4
4.82,4.16,32.01,22.7,0.7,130.0,0.37,139.0,0.0,9.0,2.214,237.0,182.0,4
3.73,1.98,32.86,20.85,0.2,119.0,0.12,58.0,0.0,9.0,1.226,179.0,158.0,4
3.73,2.4,34.48,21.2,0.0,122.0,0.05,70.0,0.0,10.0,1.481,168.0,165.0,4
2.85,3.34,29.95,23.28,0.8,105.0,0.16,59.0,0.0,13.0,1.999,149.0,161.0,4
5.31,5.16,30.61,21.31,1.5,159.0,0.8,72.0,0.1,26.0,3.12,300.0,182.0,4
5.32,5.55,21.39,18.2,2.4,181.0,0.27,163.0,0.0,7.0,4.765,418.0,150.0,4
1.1,2.0,30.4,24.32,1.3,54.0,0.14,46.0,0.0,1.0,1.16,96.0,144.0,4
4.25,1.82,24.3,17.56,5.4,111.0,0.78,88.0,0.0,1.0,0.574,388.0,103.0,4
4.41,0.0,27.94,8.82,7.4,147.0,0.0,110.0,0.0,0.0,0.0,196.0,129.0,4
4.48,0.0,30.06,6.3,1.0,149.0,0.0,97.0,0.0,0.0,0.0,302.0,138.0,4
4.3,1.0,37.7,37.7,0.0,154.0,0.04,97.0,0.0,0.0,0.597,333.0,167.0,4
4.48,0.0,30.06,6.3,1.0,149.0,0.0,97.0,0.0,0.0,0.0,302.0,138.0,4
4.41,1.47,33.09,22.06,6.6,184.0,0.53,92.0,0.1,7.0,0.81,316.0,147.0,4
5.5,3.1,35.57,21.39,0.9,124.0,0.45,54.0,0.0,9.0,1.575,224.0,189.0,4
5.95,9.79,53.17,25.49,2.1,79.0,2.51,454.0,0.0,6.0,3.249,214.0,316.0,4
3.6,0.97,22.28,3.93,1.6,101.0,0.94,102.0,0.0,2.0,0.591,196.0,105.0,4
6.4,10.1,26.11,8.52,0.8,222.0,0.29,104.0,0.2,10.0,5.528,305.0,221.0,4
4.83,9.78,35.58,28.18,0.5,84.0,0.78,136.0,0.3,52.0,4.469,148.0,248.0,4
5.06,11.5,40.98,26.57,1.3,82.0,1.23,246.0,0.1,13.0,4.284,125.0,280.0,4
1.93,0.3,20.87,15.75,0.3,39.0,1.69,110.0,0.0,1.0,0.0,208.0,93.0,4
1.93,0.3,20.87,15.75,0.3,39.0,1.69,110.0,0.0,1.0,0.0,208.0,93.0,4
2.02,0.0,20.16,15.12,0.0,40.0,0.36,191.0,0.0,0.0,0.0,108.0,89.0,4
2.02,0.0,20.16,15.12,0.0,40.0,0.36,191.0,0.0,0.0,0.0,108.0,89.0,4
1.45,3.78,22.6,16.97,0.0,49.0,0.09,142.0,0.0,1.0,1.016,65.0,130.0,4
2.02,0.0,20.16,15.12,0.0,40.0,0.36,191.0,0.0,0.0,0.0,108.0,89.0,4
2.09,4.6,23.01,17.17,0.0,51.0,1.27,152.0,0.0,1.0,1.263,184.0,142.0,4
1.93,0.3,20.87,15.75,0.3,39.0,1.69,110.0,0.0,1.0,0.0,208.0,93.0,4
1.77,4.19,22.8,17.07,0.0,50.0,0.68,147.0,0.0,1.0,1.14,124.0,136.0,4
1.95,3.88,21.69,14.91,0.0,71.0,0.11,145.0,0.0,1.0,0.962,92.0,130.0,4
1.44,0.35,21.31,14.18,0.0,52.0,0.11,187.0,0.0,1.0,0.122,70.0,94.0,4
12.71,7.57,69.41,42.76,5.5,348.0,2.97,145.0,0.0,5.0,2.433,919.0,358.0,4
6.84,7.35,55.35,49.74,0.0,251.0,0.17,129.0,0.2,29.0,4.534,350.0,315.0,4
1.68,1.49,16.79,11.85,0.1,54.0,0.23,13.0,0.5,23.0,0.668,67.0,86.0,4
1.6,2.0,16.0,11.5,0.0,55.0,0.24,0.0,0.5,8.0,1.01,66.0,85.0,4
1.76,0.98,17.58,12.2,0.2,54.0,0.22,26.0,0.5,38.0,0.325,68.0,86.0,4
22.5,25.94,3.8,2.37,0.0,920.0,0.63,828.0,2.3,87.0,16.087,140.0,339.0,3
21.91,29.28,4.14,2.79,0.0,966.0,0.76,898.0,3.0,94.0,18.078,159.0,367.0,3
25.66,26.95,2.66,0.61,0.0,739.0,0.48,649.0,0.5,80.0,16.375,100.0,357.0,3
21.4,28.74,2.34,0.5,0.0,528.0,0.31,1395.0,0.5,75.0,18.669,256.0,353.0,3
23.24,29.68,2.79,0.51,0.0,674.0,0.43,560.0,0.5,94.0,18.764,136.0,371.0,3
23.1,29.3,2.75,0.56,0.0,608.0,0.54,649.0,0.6,94.0,17.819,154.0,368.0,3
19.8,24.26,0.46,0.46,0.0,388.0,0.33,842.0,0.4,72.0,15.259,187.0,300.0,3
20.75,27.68,0.45,0.45,0.0,184.0,0.5,629.0,0.5,100.0,17.41,152.0,334.0,3
24.9,33.14,1.28,0.52,0.0,721.0,0.68,621.0,0.6,105.0,21.092,98.0,403.0,3
27.2,18.3,2.0,0.58,0.0,905.0,0.13,725.0,0.3,56.0,11.58,93.0,282.0,3
32.68,43.49,1.68,0.68,0.0,946.0,0.89,815.0,0.8,138.0,27.68,129.0,529.0,3
23.76,32.11,2.57,0.52,0.0,685.0,0.76,604.0,0.6,95.0,20.218,127.0,394.0,3
24.12,31.2,1.62,0.51,0.0,716.0,0.74,570.0,0.6,92.0,19.642,104.0,384.0,3
14.21,21.28,4.09,4.09,0.0,493.0,0.65,1116.0,0.4,89.0,14.946,62.0,264.0,3
25.6,31.14,1.55,1.55,0.0,550.0,0.23,800.0,0.6,116.0,19.196,64.0,389.0,3
23.52,28.85,1.87,1.87,0.0,443.0,1.8,411.0,0.5,77.0,19.948,78.0,361.0,3
24.98,27.69,1.67,1.67,0.0,722.0,0.38,921.0,0.5,96.0,17.585,168.0,357.0,3
29.81,32.34,0.36,0.36,0.0,1011.0,0.17,336.0,0.6,110.0,18.913,81.0,413.0,3
20.05,27.25,0.49,0.49,0.0,497.0,0.13,800.0,0.5,90.0,16.746,128.0,327.0,3
24.48,30.28,0.68,0.5,0.0,746.0,0.72,536.0,0.6,89.0,19.066,81.0,373.0,3
28.2,21.6,0.7,0.56,0.0,705.0,0.72,564.0,0.4,65.0,14.04,81.0,310.0,3
25.96,20.03,3.83,0.6,0.0,731.0,0.25,652.0,0.4,54.0,10.877,95.0,302.0,3
22.17,22.35,2.19,1.03,0.0,505.0,0.44,627.0,0.4,79.0,13.152,76.0,300.0,3
25.96,20.03,3.83,0.6,0.0,731.0,0.25,652.0,0.4,54.0,10.877,95.0,302.0,3
27.5,17.1,3.1,1.23,0.0,731.0,0.25,16.0,0.3,54.0,10.867,95.0,280.0,3
31.7,0.0,3.5,1.48,1.8,961.0,0.31,743.0,0.0,18.0,0.0,106.0,141.0,3
23.41,30.04,1.12,1.12,0.0,717.0,0.41,628.0,0.6,96.0,19.113,134.0,368.0,3
24.7,17.6,3.5,3.5,0.0,529.0,0.41,600.0,0.3,63.0,10.95,134.0,271.0,3
38.46,28.61,4.06,0.9,0.0,1109.0,0.9,1529.0,0.5,88.0,17.301,125.0,431.0,3
20.0,20.0,1.37,0.0,0.0,1109.0,0.9,1529.0,0.4,88.0,13.317,125.0,265.0,3
35.75,25.83,3.22,0.8,0.0,1184.0,0.82,1602.0,0.5,68.0,16.41,92.0,392.0,3
41.6,29.99,3.7,0.85,0.0,1376.0,0.95,63.0,0.6,79.0,19.051,107.0,451.0,3
40.0,5.0,40.0,1.5,0.0,800.0,5.0,1150.0,0.0,20.0,3.11,600.0,370.0,3
23.78,28.2,0.57,0.57,0.0,650.0,0.43,534.0,0.5,123.0,16.691,136.0,352.0,3
25.58,26.62,2.14,0.56,0.0,756.0,0.52,876.0,0.5,69.0,17.078,138.0,351.0,3
24.7,17.6,3.5,0.55,0.0,756.0,0.52,876.0,0.3,55.0,11.3,138.0,274.0,3
26.93,27.8,5.38,1.32,0.0,791.0,0.2,192.0,0.5,92.0,17.779,77.0,380.0,3
28.4,27.4,3.4,1.31,0.0,961.0,0.17,14.0,0.5,92.0,17.744,111.0,374.0,3
28.4,5.1,3.4,1.33,0.0,961.0,0.17,260.0,0.1,35.0,3.304,111.0,173.0,3
24.35,32.62,1.91,0.49,0.0,703.0,0.72,21.0,0.6,100.0,20.768,112.0,398.0,3
24.35,7.0,1.91,0.52,0.0,415.0,0.42,612.0,0.1,21.0,4.342,66.0,173.0,3
23.54,28.51,1.75,1.23,0.0,659.0,0.59,696.0,0.5,95.0,17.027,85.0,358.0,3
24.69,19.4,3.41,0.56,0.0,1146.0,0.13,776.0,0.4,62.0,11.58,93.0,282.0,3
21.44,29.98,4.63,4.63,0.0,680.0,0.47,1131.0,0.5,105.0,19.033,87.0,373.0,3
22.6,28.26,2.87,2.87,0.0,661.0,0.51,655.0,0.5,105.0,17.939,86.0,356.0,3
21.56,29.68,5.56,5.56,0.0,651.0,0.47,617.0,0.5,105.0,18.843,52.0,374.0,3
18.09,23.82,2.98,2.32,0.0,566.0,0.2,751.0,2.7,69.0,12.94,129.0,299.0,3
11.61,2.42,3.41,2.61,0.0,73.0,0.11,380.0,0.0,10.0,1.08,99.0,84.0,3
11.12,4.3,3.38,2.67,0.0,83.0,0.07,364.0,0.1,17.0,1.718,104.0,98.0,3
10.49,9.8,3.18,2.52,0.0,78.0,0.07,343.0,0.2,31.0,5.198,98.0,143.0,3
11.32,10.44,4.09,0.29,0.0,240.0,0.41,104.0,0.2,41.0,6.611,115.0,156.0,3
10.69,3.85,4.61,2.38,0.2,53.0,0.16,344.0,0.0,13.0,2.311,90.0,97.0,4
10.9,4.2,3.0,0.37,0.1,56.0,0.1,403.0,0.0,14.0,2.646,86.0,95.0,4
10.34,0.29,6.66,1.85,0.0,86.0,0.15,330.0,0.0,7.0,0.169,137.0,72.0,3
10.24,0.29,6.59,1.83,0.0,85.0,0.15,714.0,0.0,7.0,0.167,136.0,71.0,3
11.26,12.98,3.04,0.27,0.0,207.0,0.38,84.0,0.2,51.0,8.295,105.0,174.0,3
12.39,1.02,2.72,2.72,0.0,61.0,0.14,406.0,0.0,4.0,0.645,86.0,72.0,3
7.77,1.59,7.55,7.09,0.5,60.0,0.22,214.0,0.0,6.0,0.631,89.0,75.0,4
5.93,34.24,4.07,3.21,0.0,98.0,0.38,321.0,0.6,110.0,19.292,138.0,342.0,3
7.85,15.28,8.13,5.82,0.0,148.0,0.17,470.0,0.3,54.0,9.098,247.0,201.0,3
18.13,31.79,3.7,2.26,0.0,1045.0,0.63,1671.0,7.5,100.0,18.057,132.0,371.0,4
17.43,23.48,8.42,6.19,0.0,1332.0,0.89,1314.0,6.6,78.0,13.556,251.0,314.0,4
22.2,31.19,1.6,0.45,0.0,616.0,0.39,7.0,0.6,94.0,19.651,162.0,376.0,4
24.6,7.0,3.5,0.59,0.0,684.0,0.43,1430.0,0.1,35.0,4.41,180.0,180.0,4
17.6,14.1,10.6,8.02,0.0,529.0,0.2,1587.0,1.3,53.0,8.85,330.0,240.0,4
22.5,0.8,13.4,9.95,0.0,689.0,0.28,1528.0,0.0,11.0,0.504,288.0,148.0,4
15.69,1.0,7.66,5.48,0.0,351.0,0.19,702.0,0.0,12.0,0.644,278.0,105.0,4
24.73,25.01,2.1,1.23,0.0,772.0,0.61,1370.0,0.5,85.0,16.045,216.0,334.0,4
25.5,5.1,4.3,1.35,0.0,684.0,0.43,1430.0,0.1,35.0,3.303,180.0,165.0,4
16.86,25.63,8.56,5.59,0.0,682.0,0.26,1284.0,1.5,98.0,15.057,255.0,330.0,4
22.13,31.2,1.73,0.62,0.1,614.0,0.42,1428.0,0.5,94.0,19.663,162.0,375.0,4
16.86,25.63,8.56,5.59,0.0,682.0,0.26,1284.0,2.5,98.0,15.057,255.0,330.0,4
16.41,21.23,8.73,7.32,0.0,562.0,0.33,1625.0,0.4,55.0,13.327,242.0,290.0,4
16.41,21.23,8.73,7.32,0.0,562.0,0.33,1625.0,0.4,55.0,13.327,242.0,290.0,4
16.41,21.23,8.73,7.32,0.0,562.0,0.33,1625.0,0.4,55.0,13.327,242.0,290.0,4
7.1,28.6,3.5,3.5,0.0,71.0,1.13,505.0,0.5,90.0,18.02,112.0,295.0,4
7.85,15.28,8.13,5.82,0.0,148.0,0.17,470.0,0.3,54.0,9.098,247.0,201.0,4
16.41,21.23,8.73,7.32,0.0,562.0,0.33,1625.0,0.4,55.0,13.327,242.0,290.0,4
16.7,14.0,11.6,7.74,0.0,562.0,0.33,1345.0,0.0,36.0,8.79,242.0,239.0,4
25.0,32.0,1.0,1.0,0.0,705.0,0.7,670.0,0.0,15.0,5.815,55.0,390.0,4
11.47,12.22,23.67,23.67,0.0,610.0,0.4,685.0,0.0,0.0,3.711,455.0,248.0,4
25.4,33.28,3.85,0.95,0.6,706.0,0.73,548.0,0.5,87.0,17.827,133.0,413.0,3
3.64,8.09,2.55,2.28,0.3,118.0,0.18,824.0,0.1,9.0,2.941,93.0,98.0,4
16.41,21.23,8.73,7.32,0.0,562.0,0.33,1625.0,0.4,55.0,13.327,242.0,290.0,4
10.33,14.92,5.48,0.19,0.1,311.0,0.35,493.0,1.0,38.0,8.034,142.0,197.0,3
14.89,18.92,24.89,2.22,1.8,348.0,0.66,794.0,0.2,33.0,6.983,115.0,329.0,3
4.22,8.15,8.19,0.6,0.8,111.0,0.58,693.0,0.0,23.0,5.19,120.0,121.0,4
12.58,4.96,1.54,0.0,0.0,26.0,0.97,45.0,0.4,48.0,1.569,164.0,103.0,3
13.4,14.6,1.1,0.8,0.2,34.0,1.38,423.0,0.2,70.0,5.82,114.0,184.0,4
18.17,18.98,0.47,0.0,0.0,8.0,1.86,1134.0,0.1,98.0,6.34,145.0,251.0,3
27.45,11.34,0.0,0.0,0.0,6.0,2.81,63.0,0.2,82.0,4.24,367.0,219.0,3
18.17,18.98,0.47,0.0,0.0,8.0,1.86,1134.0,0.1,98.0,6.34,145.0,251.0,3
18.17,18.98,0.47,0.0,0.0,8.0,1.86,1134.0,0.1,98.0,6.34,145.0,251.0,3
27.1,14.93,0.0,0.0,0.0,12.0,2.08,1006.0,0.2,86.0,6.18,136.0,250.0,3
27.1,14.93,0.0,0.0,0.0,12.0,2.08,1006.0,0.2,86.0,6.18,136.0,250.0,3
20.44,25.68,0.0,0.0,0.0,13.0,2.2,74.0,0.5,81.0,11.204,250.0,312.0,1
23.05,21.83,0.0,0.0,0.0,11.0,2.42,77.0,0.2,84.0,8.805,305.0,295.0,4
31.3,34.4,1.4,0.0,0.0,9.0,3.14,2253.0,0.2,119.0,14.35,412.0,449.0,3
31.1,1.94,2.76,2.7,0.0,8.0,2.42,2790.0,0.0,79.0,0.95,235.0,153.0,3
27.94,11.9,2.48,2.43,0.0,7.0,2.17,2507.0,0.3,81.0,4.833,211.0,229.0,3
33.2,25.6,11.0,9.0,1.8,20.0,5.42,2081.0,0.3,48.0,10.85,597.0,410.0,4
21.8,5.82,0.36,0.1,0.0,10.0,2.22,885.0,0.1,68.0,2.681,210.0,147.0,3
